text,labels
Tanti auguri angioletto nostro🐥💜👼 🥳#OurEternalSerendipity#HappyBirthdayJimin#OurOctoberPrince #OurAngel_JiminDay #JIMINDAY #jiminbirthday https://t.co/aWcLiSK176,joy (R)
Spiace molto. Un forte abbraccio a Francesco e Hilary #Totti,sadness (E)
#riposiinpace Enzo #Totti Un immenso dispiacere apprendere della grande perdita che ha colpito la famiglia del nostro capitano #condoglianze 🤍🙏🏻🤍 https://t.co/DtYKzJG17o,sadness (E)
"I tuoi occhi, il tuo sorriso, le emozioni che mi fai provare.Come faccio a comprimerle in delle semplici parole?Sei tanto da poter raccontare.Ti auguro un compleanno indescrivibilmente felice e pieno di amore, te lo meriti tanto.Happy birthday Mochi.💜#HappyBirthdayJimin https://t.co/kmDWpzQr2l",joy (R)
"Mio papà aveva la stessa età, sai chiamava Francesco e non aveva il covid, ma è morto lo stesso!  Ciao pà 😢Sentite condoglianze a Francesco @Totti e tutta la famiglia! 🙏😔",sadness (E)
#Totti Che la terra sia lieve per questo papà di un figliocosì speciale ❤️🧡,joy (R)
Bello bello bello 💜💜💜#HappyJiminDay#HappyBirthdayJimin #OurOctoberPrince@BTS_twt https://t.co/9Dggf16p2b https://t.co/iC5GT13G25,joy (R)
"Forza Francesco, ti sono vicina con il cuore, per la perdita del tuo papà 💔#Totti",sadness (E)
Carinissima questa. Benvenuto Rost,joy (R)
"Altro che #SalviniPagliaccio  I veri pagliacci sono quei preti che fanno politica.  Ora basta. Si occupino di Cristo, della Chiesa,  non del Parlamento .",anger (W)
madonna se vi azzardate ancora a sminuire la carriera di Jared Leto come attore giuro che vi spezzo le gambe,anger (W)
Morisi !!! Impegnati un po’ di più dai con quello che ti paga quel coglione  di salvini sempre soldi nostri ovvio il coglione non ha mai lavorato un giorno in vita sua grazie ai selezionatori della lega per questi “regali”. Non funzioni come il tuo capo!!! https://t.co/1wU6YlwdsM,anger (W)
"@sarabol1 @FrankNaples81 Che ovviamente voi esseri ossessionati da andare sotto il profilo di una persona mi date. Non avete altro da fare? Che ne so, andare sotto i post della Lega a dire #Salvinimerda, leccare il buco del culo della Boldrini? O manco avete degli obbiettivi per quanto siete vuoti?",anger (W)
"Mi dispiace tanto Lapo Elkann. È tutto vero quello che hai detto, grazie !!! Ti auguro una vita migliore del dolore che hai subito ! #verissimo Silvia",sadness (E)
#NiallActualityFM  Lui sorride per ogni cosa. Non si fa abbattere da niente. È forte e prezioso. Non bisogna sminuirlo. Il suo talento vale anche di più. Thank you Niall. https://t.co/Z1ec9kVatu,joy (R)
"""Aiutare gli altri mi fa stare meglio che guadagnare soldi"" ....la pensassero tutti così gli imprenditori 🤬 #lapoelkan #Verissimo https://t.co/8gM7p3yfqW",anger (W)
Lapo è l'accezione più nobile della parola del cognome che porta💙#Verissimo,joy (R)
questo edit mi ha fatto davvero commuovere 😭😭😭😭😭 yeonjun il migliore del mondo..,sadness (E)
@AzzolinaLucia faccia ammenda dei suoi errori e si dimetta!!! https://t.co/tQ5vbQrOzN Non ho né parole né parolacce #TDF2020 #contedimettiti #scuola2020 #banchiarotelle #vergogna @GiuseppeConteIT,anger (W)
Ma esiste una persona più bella di Lapo? 😭💗 #Verissimo,joy (R)
io l’adoro. 💙Lapo secondo me è altro da quello che etichettano #verissimo,joy (R)
#12settembre in Terronia si festeggia Santa Maria 🌺 ringrazio chi si è ricordato di me e i miei più sinceri auguri alle Maria... in fondo le tradizioni sono piccoli spazi di Memoria💕 GRAZIE sempre con un sorriso! https://t.co/bC144pZdj2,joy (R)
ODDIO MA È MINI STO PIANGENDO,sadness (E)
Sto vedendo che criticate Jared Leto e devo dirvi che non avete capito un cazzo,anger (W)
"sei davvero troppo bello, ti amo maritino mio❤️ #NiallActualityFM https://t.co/4ND1EgViJ2",joy (R)
Io Jared Leto lo manderei in tendenza perché è l’amore della mia vita,joy (R)
Ed anche questi episodi sono stati STREPITOSI 😍 Sanem è di una bravura assurda 😍 #DayDreamer #demetoezdemir #CanYaman,joy (R)
"Non pensavo, ma devo dire che Lapo mi sta piacendo molto #Verissimo",joy (R)
Prima di giudicare le persone bisognerebbe percorrere il loro stesso cammino con tutto il loro bagaglio emotivo e di problematiche  varie. Lapo Elkann ha sconfitto i suoi mostri ed ora è proprio una bella persona. Fa beneficenza e ha tutta la mia stima. ❤ #Verissimo,joy (R)
"madonna come cagate il cazzo lo sappiamo tutti che jared leto nasce come attore, era per fare il paragone che ha senso, lasciatela in pace",anger (W)
// sto guardando #Verissimo e Lapo mi fa una tenerezza disarmante. Penso che sia una persona sola e circondata da una profonda depressione.,sadness (E)
Stupendi!😍  #Elodie #Marracash #Venezia2020 #3settembre #Radio105 https://t.co/AkGZ3byc2B,joy (R)
Ma si divertono a prenderci per il culo? Io dopo anni non riesco ancora a capire perché faccia parte di questo fandom #OneDirection https://t.co/m9VvkJhbgG,anger (W)
Silenzi scandalosamente assordanti... direi comunque in linea con la politica estera M5S,anger (W)
"madonna ma ce la fate ogni tanto?? poi nei piloti non c’è solo tyler ma anche josh, just to let you know",anger (W)
tanti auguri alla stellina più preziosa che conosco🥺  #ForeverWithMarkTuanDay https://t.co/P2sf2ynB5X,joy (R)
Sì ok ma basta farmi piangere. #dayDreamer #erkenciKuş https://t.co/77wndLdhkj,sadness (E)
"#processateancheme è indecente,immorale che venga processato #matteosalvinimi con questo #governoclandestino quando col governo Conte1,per la stessa cosa,venne assolto. È chiara la collusione tra #PD/#M5S e #magistratura,braccio armato della politica.Tra #Meno17 altro giudizio.",anger (W)
Berlusconi A farti boom pellet ad Arcore Ci metto 33 minuti... Almeno poi andare tutti a donare . Berlusconi Devi scomparire nelle fogne Sono stata chiara Vecchio inutile parassita fallito...impotente e handucappato,anger (W)
"Andato male per il secondo anno di seguito, che delusione che sono #TestMedicina",sadness (E)
non ce la posso fare sembro una fontana😭 #ForeverWithMarkTuanDay #아가새의소중한마크_생일축하해 @marktuan @GOT7Official #GOT7,sadness (E)
@GiorgiaMeloni Il solito bla bla. Finta oppositrice che ama l'euro e l'EU. Non ti crede più nessuno. Solo qualche ebete.  P.S. La mafia la frequenti tutti i giorni in parlamento.  https://t.co/c3JyrB85cd,anger (W)
"Sono tristissima, adesso come andrò al lavoro? #TestMedicina",sadness (E)
"Quanto mi dispiace per Charles. Quanto. Quel ""non ho scelta"" 💔",sadness (E)
una grande perdita quella di #PhilippeDaverio,sadness (E)
Tanto lo so che non uscirà nemmeno mezza foto e io piangerò per anni e anni #OneDirection,sadness (E)
ti amo,joy (R)
Ecco il sorriso è servito 💛🐺😍 #ErmalMeta #impressioni61 #SeatMusicAwards2020 https://t.co/OFv1a9OipV,joy (R)
"@lauraboldrini In primis la Merkel non ha alcun diritto di interferire nelle vicende altrui, è la solita becera propaganda politica anti Putin; e in secundis ti informo che quando si sostengono cose così gravi devono essere mostrare delle prove, e ancora non le abbiamo viste: RIDICOLA CAPRA",anger (W)
Sono una delusione. #TestMedicina,sadness (E)
QUANDO INIZIERETE VERAMENTE COME POPOLO SOVRANO A DIFENDERVI ?? 💔 SONO ANNI DI PAROLE E NON DI FATTI A PARTE SALVINI (QUESTIONE INVASORI),anger (W)
La scena bellissima mia preferita #CanEm #ErkenciKus #DayDreamer #CanYaman #DemetOzdemir #CanDem ❤❤❤❤,joy (R)
Ciao ragazzi comunque il fascino della Ferrari a le Mans è sempre unico... e che notte sarà con la pioggia?!?! W le Mans #direttaeurosport,joy (R)
"Grazie per averci condiviso questo, non c'è niente di simile alla verità. Devo dire che mi spezza il cuore apprendere che tutto il tempo che mi portavi tanto felicità, il tuo cuore stava sanguinando. Il tuo amore per noi non si è mai ondato. Tieni su la testa dolcezza. #911video",sadness (E)
Mi piace tanto il rapporto di amicizia tra Adua e Andrea #GFVIP,joy (R)
Hai capito 'sta bastarda??,anger (W)
io mi sto sentendo male fioi che dire #FiorentinaTorino,sadness (E)
"@gerishqiptari Ma tutti i coglioni faziosi escono adesso, quando sembrava un attacco vero tutto zitti?Vergognatevi!  E siete così stupidi da dare la colpa a #DelDebbio che ovviamente basava le sue considerazioni su quanto riportato dal suo giornalista!",anger (W)
⚠️⚠️⚠️  boh non ce la faccio,sadness (E)
"@Virus1979C Mmmm quindi che so la, Sardegna curerà solo i suoi abitanti.. Quelli con il Covid (tutti o quasi) non sardi ciao. Ma come cavolo ragionano? Ma abolitele ste regioni dai..",anger (W)
I nostri commenti tecnici sempre ottimi 🤣🤣🤣❤️❤️,joy (R)
"@MMmarco0 Aspetto le scuse di zangrillo, agli italiani e a propri colleghi. Quelle del #cazzaroverde e dei coglioni che hanno indotto a fregarsene i coglioni come loro, non arriveranno, troppo impegnati a piangere #Bannon",anger (W)
"Ad una specie che è un mix tra sfigati, comunisti e frustrati.",anger (W)
AM PERCHÉ CAZZO MI SPOILERO SEMPRE IL FINALE MA DICO IO DI TANTE COSE PROPRIO QUELLO NOOOOOOO #LuciferSeason5,anger (W)
"Ragazzi, io ho ripreso in mano il barattolone dei popcorn, mi sembra che lo spettacolo stia per ricominciare. 😁 #Bettini #TerzaGamba #Renzi",joy (R)
@OfficialASRoma Fienga non pensare neanche per finta di portare rugani a roma. Sta bene dove stà. E quando sarà finalmente possibile vedere persone che capiscono di calcio a trigoria. Se toppate anche stavolta dovete scappare!!!!!,anger (W)
“Oggi” e “Gente” sono sempre stati una merda al pari di “Chi” e Novella 2000. Benvenuti a tutti quelli che se ne sono accorti solo adesso. Nei panni di Francesco Totti toglierei un bel po’ di soldi all’editore e ai vigliacchi che invece del loro vendono il culo delle ragazzine.,anger (W)
Una persona seria che conosce molto bene la differenza tra scienza e propaganda Tanta stima!,joy (R)
Annabelle mi ha appena chiamata al telefono e mi ha detto che se non streammate DYNAMITE stasera vi viene a fare visita🧨   #bts   #DynamiteToday #DynamiteBTS #Dynamite #방탄소년단 https://t.co/ICtMPJHIvo,anger (W)
"¡EL DIABLO!  Si stanno freebootando da soli, piango #LuciferSeason5 #LuciferNetflix",sadness (E)
Quanto cazzo sei ritardato @massimoboldi45,anger (W)
ok sono adorabili non ce la posso fare #LuciferSeason5 #Deckerstar https://t.co/GJLMByQ9WD,joy (R)
"Il ministro  #Azzolina si conferma sempre più incapace ed inadeguato al ruolo. Purtroppo oramai è troppo tardi per sostituirla e garantire l’avvio in sicurezza del nuovo anno scolastico. La responsabilità è di @GiuseppeConteIT ,@ItaliaViva ,@pdnetwork e @Mov5Stelle 🤡",sadness (E)
In queste situazioni sono molto scaramantica e quindi nn voglio fare tweet prima di stasera ma allo stesso tempo sto morendo di ansia e devo PARLARE CON QUALCUNO AAAAAA #SivigliaInter #UELfinal #ForzaInter #amala,fear (Q)
Porca troia come sta salendo l'ansia   #sivigliainter #amala,fear (Q)
TRA POCO SPACCO L'IPHONE A TESTATE PORCO DIO,anger (W)
#spolierlucifer  Sento già che amerò questa puntata! 😍❤️ #LuciferSeason5 #luciferspoilers https://t.co/xNZKkkurd3,joy (R)
HO. BISOGNO. DI. UNO. PSICOLOGO #LuciferSeason5,sadness (E)
Spoiler ⚠️ . . . . . Alla scena di sesso mi sono emozionata. #LuciferSeason5,joy (R)
#Covid_19 GIU' LE MANI DALLE ELEZIONI!,anger (W)
ma porca puttana 947 contagi quasi mille e ancora non sapete tenervi una mascherina fino al naso per coprirvi? io lo dico a settembre ricomincia la quarantena. #COVID19italia,anger (W)
Sei il nostro sole☀️☀️☀️  #estateitaliana https://t.co/5LzTSc7UPW,joy (R)
#DeLuca in effetti non ha tutti i torti. Questa quasi normalità post #lockdown l'abbiamo conquistata con non pochi sacrifici. Ora non posiamo correre il rischio di  rinunciarci nuovamente per colpa di chi la usa per fare il cazzo che gli pare.,anger (W)
CHE BELLO TWITTARE CON QUESTA GENTE ! #Azzolina #AzzolinaBocciata #Giuseppi #COVID19 #COVID19italia #GovernoDelContagio https://t.co/cN1egbQrg5,joy (R)
@TNannicini @sillacellino Il silenzio di #Zingaretti mi sembra abbastanza chiaro la linea è questa.. anzi Bettini vi invita ad andare verso Renzi.. loro si riacchiappano Bersani e co. E torniamo indietro di 20 anni..,sadness (E)
premetto che ho vito solo 2 episodi- ma che bello il modo in cui Amenadiel parla di Lucifer...se ripensiamo alla  prima stagione #LuciferSeason5,joy (R)
"Perché sa #Azzolina che avvisi abbiamo nel registro elettronico ancora prima di sapere quando e come i nostri figli rientreranno a scuola? ""in previsione della DAD si pregano le famiglie di acquistare notebook o PC"". Molti non riescono a mangiare!",anger (W)
Vivo la mia vita un quarto d'infelicità alla volta. 🙃  #21agosto,sadness (E)
Non vedo l’ora di vedere la coreografia #BTSDynamite #DynamiteBTS #Dynamite @BTS_twt,joy (R)
"Quella dei migranti che fanno salire i contagi è una menzogna volta a focalizzare la rabbia sociale sullo straniero piuttosto che su chi tenta anche ora di smantellare le tutele a protezione di lavoratori, disoccupati e altre categorie a rischio #COVID19italia",anger (W)
Non siamo riusciti a farlo in ingresso ......,sadness (E)
#AvolteMiPiace stare in silenzio e annegarmi  nel mare della nostalgia. https://t.co/0LCHA9FcUO,sadness (E)
Meravigliosa comunque vi mostro un pezzo delle mie reaction video #LuciferSeason5 https://t.co/jfLxpqWXZJ,joy (R)
michael mi stai altamente sul cazzo #LuciferSeason5,anger (W)
"Rischi di sembrare usata, di subire pressioni esterne ed interne, di non avere il controllo della situazione e di trasmettere un'idea di confusione e pressapochismo, finendo con il non rendere giustizia al tuo eccellente percorso di studio. #Azzolina",fear (Q)
DINCI BOIA PORCO CAZZO DIO CARO MA VI PARE IL CASO DI FAR FINIRE LA STAGIONE IN QUESTO MODO IO VI DENUNCIO CAZZO  #LuciferSeason5,anger (W)
"Ho finito ora. Sono alquanto sconvolta e gasata, ora devo riordinare i pensieri  #LuciferSeason5",joy (R)
"Ma dico, trattandosi di questo scemo sopravvalutato, come calciatore e come uomo, nessun benpensante attacca #totti e il culo di sua figlia 13enne in copertina?",anger (W)
MA POI LE SCENE DECKERSTAR IO STO PIANGENDO SONO BELLISSIMI LI AMO DIO MIO UNA GIOIA FINALMENTE   #LuciferSeason5,joy (R)
Sempre con voi 💪🏼🖤💙 @Inter #ForzaInter #UELfinal  #UEL  #InterFans #SivigliaInter https://t.co/aASiisBedB,joy (R)
Io che speravano di iniziare il mio percorso  universitario in presenza ahahaha povera sfigata #COVID19italia,sadness (E)
"Troppa ansia, troppa. Vado a correre. #FinalEuropaLeague #SivigliaInter #EuropaLeagueFinal",fear (Q)
"Giuro che una delle cose che non vedevo l'ora di vedere di nuovo erano loro tutte insieme, best squad! 💖 #LuciferSeason5 https://t.co/amOjNttybw",joy (R)
#COVID19italia Il governo di appella ancora al senso di responsabilità della gente ed i contagi aumentano giorno per giorno. Se nasci coglione muori da coglione.,anger (W)
"Daniela è negativa raga, tutto apposto",joy (R)
"Io ribadisco, una volta che si fa una cosa pacifica sono tutti a rompere e a chiamarlo cringe, grazie a questa cosa alcune direcrioner si sono interessate al mondo “BTS” e vivenersa, quindi non giudicate sempre e non generalizzate please",anger (W)
ME LA STO FACENDO SOTTOOOOOOOO,fear (Q)
senti Michael mi stai facendo perdere la pazienza #LuciferSeason5 https://t.co/A90TJceS7R,anger (W)
@miricordodinoi ti ho pensata♥️ #circozzi https://t.co/KqgkAtlE08,joy (R)
ma talisa che cazzo si esce col fidanzato invece che cagarmi scusatemi #circozzi,anger (W)
Finalmente l’ha detto che è il suo carattere provocatorio! Sta scema pretende di provocare la gente che però poi deve stare buona e non risponderla! Non vedo l’ora che sia in nomination! Uso tutti i mezzi che ho per salvare tutti tranne lei  #gfvip,anger (W)
Me ne piacesse uno #GFVIP https://t.co/ZRQ8wAm6cq,sadness (E)
"Grande Dostoevskij, uno dei miei preferiti!!! Grazie di cuore Dany,felice serata❤🌺📚👏👏👏👏",joy (R)
"dopo un giorno è lecito pensare che non sia un refuso.  Tassa sul fatturato, roba che giusto i kompagni più kompagni potevano immaginare ( infatti è roba da marta fana).  povero paese",sadness (E)
Tommaso Zorzi a #GFvip era la notizia di cui aveva bisogno https://t.co/D33Jr2EEpH,joy (R)
